Accuracy,FileName,Model,class,f1_score,precision,recall,support,time,Normalize,Sampling
0.6166666666666667,Not-Normalized_down_GaussianNB.sav,GaussianNB,1,0.53,0.37,0.9,714.0,0.02,0,down
0.962,Not-Normalized_down_MLPClassifier.sav,MLPClassifier,0,0.98,0.98,0.97,2286.0,30.2,0,down
0.962,Not-Normalized_down_MLPClassifier.sav,MLPClassifier,1,0.92,0.92,0.92,714.0,30.2,0,down
0.993,Not-Normalized_SMOTE_RandomForest.sav,RandomForest,0,1.0,0.99,1.0,2286.0,10.93,0,SMOTE
0.993,Not-Normalized_SMOTE_RandomForest.sav,RandomForest,1,0.99,0.99,0.98,714.0,10.93,0,SMOTE
0.7623333333333333,Not-Normalized_SMOTE_LogisticRegression.sav,LogisticRegression,0,0.83,0.92,0.75,2286.0,0.38,0,SMOTE
0.7623333333333333,Not-Normalized_SMOTE_LogisticRegression.sav,LogisticRegression,1,0.61,0.5,0.8,714.0,0.38,0,SMOTE
0.976,Not-Normalized_SMOTE_DecisionTreeClassifier.sav,DecisionTreeClassifier,0,0.98,0.98,0.99,2286.0,0.03,0,SMOTE
0.976,Not-Normalized_SMOTE_DecisionTreeClassifier.sav,DecisionTreeClassifier,1,0.95,0.96,0.94,714.0,0.03,0,SMOTE
0.503,Not-Normalized_SMOTE_GaussianNB.sav,GaussianNB,0,0.53,0.95,0.37,2286.0,0.0,0,SMOTE
0.503,Not-Normalized_SMOTE_GaussianNB.sav,GaussianNB,1,0.47,0.32,0.94,714.0,0.0,0,SMOTE
0.9576666666666667,Not-Normalized_SMOTE_MLPClassifier.sav,MLPClassifier,0,0.97,0.97,0.97,2286.0,17.1,0,SMOTE
0.9576666666666667,Not-Normalized_SMOTE_MLPClassifier.sav,MLPClassifier,1,0.91,0.91,0.91,714.0,17.1,0,SMOTE
